"施設名称","所在地","施設名かな","カテゴリ","分類","TEL","FAX","URL","URL2","バリアフリー情報","詳細情報","備考","経度","緯度","分類"
"DERDE喫煙所","大阪市東成区東中本１丁目13番３号","でるできつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：2.1平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時45分まで，喫煙所形態：屋内喫煙所","","135.54494986239","34.6810760004223","大阪市指定喫煙所"
"マジックバード鶴見喫煙所（北）","大阪市鶴見区鶴見１丁目６番136号","まじっくばーどつるみきつえんじょ（きた）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：2平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時40分まで，喫煙所形態：屋内喫煙所","","135.564562638564","34.6966587079706","大阪市指定喫煙所"
"マジックバード鶴見喫煙所（南）","大阪市鶴見区鶴見１丁目６番136号","まじっくばーどつるみきつえんじょ（みなみ）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：3.45平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時40分まで，喫煙所形態：屋内喫煙所","","135.564517230048","34.6964714843106","大阪市指定喫煙所"
"マルハン今福店喫煙所","大阪市城東区今福南４丁目３番７号","まるはんいまふくてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：3平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時40分まで，喫煙所形態：屋内喫煙所","","135.555628837842","34.6980187661595","大阪市指定喫煙所"
"POWER　RUSH　不夜城喫煙所","大阪市浪速区恵美須西１丁目２番７号","ぱわーらっしゅふやじょうきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：2.38平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時40分まで，喫煙所形態：屋内喫煙所","","135.505124251218","34.6548971169635","大阪市指定喫煙所"
"テキサス此花喫煙所（B１F）","大阪市此花区梅香１丁目18番10号","てきさすこのはなきつえんじょ（ちか１かい）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：10平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時30分まで，喫煙所形態：屋内喫煙所","","135.458482225727","34.683570425349","大阪市指定喫煙所"
"テキサス此花喫煙所（１F）","大阪市此花区梅香１丁目18番10号","てきさすこのはなきつえんじょ（１かい）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：10平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時30分まで，喫煙所形態：屋内喫煙所","","135.458427602053","34.6835791977171","大阪市指定喫煙所"
"マルハン此花島屋店喫煙所","大阪市此花区島屋３丁目８番14号","まるはんこのはなしまやてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：3.26平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時40分まで，喫煙所形態：屋内喫煙所","","135.443263893323","34.6758457896619","大阪市指定喫煙所"
"アミューズ南住吉店喫煙所","大阪市住吉区南住吉１丁目22番14号","あみゅーずみなみすみよしてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：4.19平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時45分まで，喫煙所形態：屋内喫煙所","","135.502138111716","34.6095189698299","大阪市指定喫煙所"
"堂島ニ丁目喫煙所","大阪市北区堂島２丁目１番14号","どうじまにちょうめきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：7.5平方メートル，供用時間：月曜日から金曜日（祝日含む）の７時から19時まで，喫煙所形態：屋内喫煙所","","135.494039730475","34.6956067016372","大阪市指定喫煙所"
"けむスポット昭和町喫煙所","大阪市阿倍野区昭和町１丁目７番26号","けむすぽっとしょうわちょうきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：7.53平方メートル，供用時間：月曜日から土曜日（祝日除く）の10時から18時まで，喫煙所形態：屋内喫煙所","","135.518514281832","34.6341003579272","大阪市指定喫煙所"
"123千林店喫煙所","大阪市旭区千林２丁目13番24号","１２３せんばやしてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：5.35平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時30分まで，喫煙所形態：屋外開放型喫煙所","","135.553164907151","34.7248992572984","大阪市指定喫煙所"
"123駒川店喫煙所","大阪市東住吉区駒川４丁目１番１号","１２３こまがわてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：4.48平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時30分まで，喫煙所形態：屋外開放型喫煙所","","135.53030691739","34.6214425136139","大阪市指定喫煙所"
"123鶴橋店喫煙所","大阪市東成区玉津３丁目12番３号","１２３つるはしてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：3.25平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時30分まで，喫煙所形態：屋外開放型喫煙所","","135.534385641869","34.6656425122981","大阪市指定喫煙所"
"123＋N大阪本店ビル喫煙所","大阪市北区兎我野町16番11号","１２３＋えぬおおさかほんてんびるきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：5.58平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時30分まで，喫煙所形態：屋外開放型喫煙所","","135.502604841463","34.7005920023247","大阪市指定喫煙所"
"123玉出店喫煙所","大阪市西成区玉出中２丁目５番１号","１２３たまでてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：3.09平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時30分まで，喫煙所形態：屋外開放型喫煙所","","135.491152845304","34.6260279505375","大阪市指定喫煙所"
"丸勝モータープール屋外喫煙所","大阪市住之江区新北島３丁目１番13号","まるかつもーたーぷーるおくがいきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：4.4平方メートル，供用時間：月曜日から金曜日（祝日除く）の９時から18時まで，喫煙所形態：屋外閉鎖型喫煙所","","135.47018084059","34.6092583029137","大阪市指定喫煙所"
"トキワパーキング屋外喫煙所","大阪市住吉区苅田７丁目12番27号","ときわぱーきんぐおくがいきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：7.2平方メートル，供用時間：月曜日から土曜日（祝日除く）の８時から18時まで，喫煙所形態：屋外閉鎖型喫煙所","","135.512940819637","34.5985815195867","大阪市指定喫煙所"
"プラチナム５喫煙所","大阪市阿倍野区阿倍野筋１丁目１番61号","ぷらちなむ５きつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：1.72平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時40分まで，喫煙所形態：屋内喫煙所","","135.515293204684","34.6459329250897","大阪市指定喫煙所"
"パチンコマルハンなんば店１階喫煙所（エスカレーター横)","大阪市中央区千日前２丁目11番５号　１階","ぱちんこまるはんなんばてん１かいきつえんじょ（えすかれーたーよこ)","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：4.35平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時40分まで，喫煙所形態：屋内喫煙所","","135.503038775138","34.6658300495168","大阪市指定喫煙所"
"パチンコマルハンなんば店１階喫煙所（東)","大阪市中央区千日前２丁目11番５号　１階","ぱちんこまるはんなんばてん１かいきつえんじょ（ひがし)","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：8.3平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時40分まで，喫煙所形態：屋内喫煙所","","135.503180224828","34.6658959855835","大阪市指定喫煙所"
"パチンコマルハンなんば店２階喫煙所（エスカレーター横)","大阪市中央区千日前２丁目11番５号　２階","ぱちんこまるはんなんばてん２かいきつえんじょ（えすかれーたーよこ)","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：9.25平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時40分まで，喫煙所形態：屋内喫煙所","","135.503104441525","34.665796511407","大阪市指定喫煙所"
"パチンコマルハンなんば店２階喫煙所（西)","大阪市中央区千日前２丁目11番５号　２階","ぱちんこまるはんなんばてん２かいきつえんじょ（にし)","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：6.55平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時40分まで，喫煙所形態：屋内喫煙所","","135.502885688037","34.6658857698404","大阪市指定喫煙所"
"スロットマルハンなんば店地下１階喫煙所","大阪市中央区千日前２丁目11番５号　地下１階","すろっとまるはんなんばてんちか１かいきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：8.85平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時40分まで，喫煙所形態：屋内喫煙所","","135.502829012289","34.6657841196266","大阪市指定喫煙所"
"スロットマルハンなんば店地下２階喫煙所（西)","大阪市中央区千日前２丁目11番５号　地下２階","すろっとまるはんなんばてんちか２かいきつえんじょ（にし)","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：11.51平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時40分まで，喫煙所形態：屋内喫煙所","","135.502853723087","34.6657571750601","大阪市指定喫煙所"
